Exoplanet Archive Disposition,Orbital Period [days],Disposition Score,Planet-Star Radius Ratio,Planetary Radius [Earth radii],Orbit Semi-Major Axis [au],Inclination [deg],Equilibrium Temperature [K],Insolation Flux [Earth flux],Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Metallicity [dex],Stellar Radius [Solar radii],Stellar Mass [Solar mass],Eccentricity,Transit Depth [ppm],Transit Duration [hrs],Transit Signal-to-Noise,Number of Transits,Not Transit-Like False Positive Flag,Stellar Eclipse False Positive Flag,Centroid Offset False Positive Flag,Ephemeris Match Indicates Contamination False Positive Flag
CONFIRMED,6.15560285,0.997,0.015336,2.32,0.0676,88.56,1146.0,406.94,5739.0,4.191,0.3,1.384,1.083,0.0,285.0,4.9843,35.1,203.0,0,0,0,0
CONFIRMED,2.090811305,1.0,0.010686,1.62,0.0329,77.03,1642.0,1718.04,5739.0,4.191,0.3,1.384,1.083,0.0,115.9,3.388,19.9,527.0,0,0,0,0
CONFIRMED,3.180027898,0.995,0.009989,1.53,0.0439,88.34,1458.0,1066.86,5847.0,4.191,0.26,1.402,1.113,0.0,120.3,3.5797,50.4,323.0,0,0,0,0
CONFIRMED,50.4467417,0.989,0.01767,2.67,0.2747,89.57,568.0,24.64,5739.0,4.191,0.3,1.384,1.083,0.0,370.3,7.159,19.4,22.0,0,0,0,0
CONFIRMED,11.76307164,1.0,0.028519,2.35,0.0954,89.91,616.0,33.99,4959.0,4.603,0.16,0.756,0.849,0.0,1037.3,2.9076,48.9,88.0,0,0,0,0
CONFIRMED,56.2279271,0.878,0.028683,2.37,0.2707,89.56,366.0,4.22,4959.0,4.603,0.16,0.756,0.849,0.0,862.7,3.57,20.9,18.0,0,0,0,0
FALSE POSITIVE,2.384052875,0.0,0.222925,17.06,0.0308,58.76,1010.0,244.87,4794.0,4.58,-0.22,0.701,0.683,0.0,1268.1,3.0918,50.5,549.0,0,1,1,1
CONFIRMED,7.953547,1.0,0.026448,2.25,0.0712,89.24,696.0,55.37,4768.0,4.536,0.18,0.779,0.759,0.0,875.4,2.6312,38.4,166.0,0,0,0,0
CONFIRMED,4.14451656,1.0,0.017441,1.48,0.0461,89.99,864.0,132.08,4768.0,4.536,0.18,0.779,0.759,0.0,391.8,2.3421,22.8,316.0,0,0,0,0
FALSE POSITIVE,4.859386384,0.0,0.355227,38.33,0.0571,81.27,1114.0,364.23,6072.0,4.47,-0.1,0.988,1.05,0.0,6044.3,2.2757,269.7,273.0,0,1,0,0
CONFIRMED,10.526294577,0.999,0.095143,8.24,0.088,88.69,713.0,61.16,5386.0,4.553,-0.2,0.793,0.82,0.0,9768.0,2.5211,482.3,129.0,0,0,0,0
CONFIRMED,4.583520948,1.0,0.056287,5.39,0.0535,89.81,1038.0,274.98,5815.0,4.54,-0.12,0.877,0.973,0.0,3812.1,2.7055,99.5,297.0,0,0,0,0
CONFIRMED,3.76181843,0.876,0.025656,2.66,0.047,75.62,1121.0,372.62,5653.0,4.472,0.1,0.949,0.974,0.0,510.6,3.5176,35.9,273.0,0,0,0,0
CONFIRMED,8.20396958,1.0,0.033372,3.01,0.0735,86.43,742.0,71.5,5015.0,4.499,0.1,0.826,0.785,0.0,1024.4,2.9667,54.4,162.0,0,0,0,0
CONFIRMED,14.49645186,1.0,0.033377,3.01,0.1074,84.34,613.0,33.48,5015.0,4.499,0.1,0.826,0.785,0.0,647.5,4.016,25.7,89.0,0,0,0,0
CONFIRMED,6.54626149,1.0,0.024555,2.19,0.0668,87.46,810.0,101.78,5251.0,4.581,0.21,0.817,0.926,0.0,655.9,2.75,24.8,200.0,0,0,0,0
CONFIRMED,12.71809866,1.0,0.030871,2.31,0.0934,89.17,562.0,23.6,4702.0,4.592,-0.22,0.686,0.67,0.0,1149.4,3.0957,52.7,107.0,0,0,0,0
CONFIRMED,36.06588163,0.999,0.035281,2.64,0.1871,89.77,397.0,5.88,4702.0,4.592,-0.22,0.686,0.67,0.0,1563.8,4.3246,51.7,38.0,0,0,0,0
CONFIRMED,4.190425659,1.0,0.050076,6.21,0.0535,87.52,1234.0,547.9,6073.0,4.392,0.2,1.135,1.163,0.0,2877.4,2.8589,240.6,318.0,0,0,0,0
CONFIRMED,3.709870784,1.0,0.040686,4.35,0.0471,89.86,1151.0,415.1,5727.0,4.463,0.14,0.978,1.013,0.0,2020.3,3.0694,116.1,279.0,0,0,0,0
CONFIRMED,16.3297527,1.0,0.034822,3.75,0.1255,86.59,727.0,66.08,5878.0,4.444,-0.06,0.987,0.989,0.0,1187.5,6.271,74.6,85.0,0,0,0,0
CONFIRMED,27.807566216,0.985,0.161479,13.84,0.1711,88.96,554.0,22.24,5862.0,4.584,-0.52,0.785,0.865,0.0,25391.0,4.21587,748.1,50.0,0,0,0,0
CONFIRMED,80.8723469,0.942,0.056129,7.59,0.3577,89.4,452.0,9.88,5510.0,4.222,0.16,1.238,0.932,0.0,3604.6,11.195,160.9,17.0,0,0,0,0
FALSE POSITIVE,3.166465862,0.0,0.348902,26.82,0.0371,71.8,954.0,196.31,4968.0,4.575,-0.36,0.704,0.68,0.0,4357.2,2.9381,122.1,320.0,0,1,1,0
CONFIRMED,24.99324319,0.912,0.015956,2.29,0.1651,88.37,712.0,60.88,5718.0,4.181,0.0,1.317,0.961,0.0,269.6,5.9409,62.0,53.0,0,0,0,0
CONFIRMED,10.35533116,1.0,0.024674,2.47,0.0895,89.93,777.0,86.22,5501.0,4.462,0.02,0.918,0.891,0.0,750.6,3.1775,49.2,127.0,0,0,0,0
CONFIRMED,16.08518937,1.0,0.040767,3.68,0.1173,87.21,613.0,33.43,5239.0,4.523,0.0,0.826,0.83,0.0,1442.4,3.984,62.6,82.0,0,0,0,0
CANDIDATE,235.9986399,0.998,0.14756,10.59,0.6534,89.76,188.0,0.29,4245.0,4.627,0.12,0.657,0.666,0.0,20715.0,8.2284,271.8,6.0,0,0,0,0
CONFIRMED,7.49018305,1.0,0.029843,2.56,0.0703,89.95,753.0,76.06,5103.0,4.562,0.04,0.787,0.823,0.0,1123.6,2.7297,53.0,178.0,0,0,0,0
CONFIRMED,36.2761238,1.0,0.035273,3.03,0.2012,89.97,445.0,9.29,5103.0,4.562,0.04,0.787,0.823,0.0,1572.6,4.7865,45.5,39.0,0,0,0,0
CONFIRMED,17.46087931,1.0,0.026969,2.32,0.1236,89.31,568.0,24.6,5103.0,4.562,0.04,0.787,0.823,0.0,812.4,2.2641,22.6,69.0,0,0,0,0
CONFIRMED,56.0560754,0.996,0.036134,1.94,0.228,89.99,233.0,0.69,3593.0,4.757,0.26,0.491,0.503,0.0,1626.0,4.685,27.4,24.0,0,0,0,0
CONFIRMED,41.408316686,0.974,0.139516,11.38,0.2162,89.68,453.0,9.93,5522.0,4.586,-0.46,0.747,0.786,0.0,22839.0,5.0264,907.8,33.0,0,0,0,0
CANDIDATE,39.74893077,0.994,0.134949,14.21,0.2311,88.3,552.0,21.87,6122.0,4.487,-0.18,0.964,1.041,0.0,15179.0,7.3051,561.1,34.0,0,0,0,0
CONFIRMED,5.715425977,1.0,0.027348,2.47,0.0611,88.81,850.0,123.03,5237.0,4.572,0.24,0.826,0.927,0.0,908.1,2.5242,59.4,181.0,0,0,0,0
CONFIRMED,49.18394185,0.959,0.036501,8.2,0.2829,89.94,669.0,47.4,5626.0,3.907,0.36,2.057,1.247,0.0,1646.2,11.3364,355.7,29.0,0,0,0,0
CONFIRMED,20.0261412,0.994,0.025305,2.28,0.1409,88.43,559.0,23.14,5237.0,4.572,0.24,0.826,0.927,0.0,421.2,1.611,10.7,54.0,0,0,0,0
CANDIDATE,13.61014819,0.0,0.192842,19.02,0.1061,86.94,733.0,68.29,5697.0,4.46,-0.26,0.903,0.857,0.0,5732.9,2.594,184.1,101.0,0,0,0,0
FALSE POSITIVE,10.44331991,0.0,0.030416,2.66,0.0857,89.55,667.0,46.94,4947.0,4.516,0.08,0.802,0.769,0.0,1159.8,2.743,51.7,127.0,0,1,1,1
CONFIRMED,2.237489571,1.0,0.015942,1.41,0.0325,89.23,1160.0,427.17,5265.0,4.58,0.14,0.81,0.91,0.0,315.8,1.8119,30.7,595.0,0,0,0,0
FALSE POSITIVE,5.851520671,0.0,0.166109,14.62,0.0591,89.27,901.0,155.89,5532.0,4.53,-0.34,0.806,0.804,0.0,33004.0,3.11058,1630.4,178.0,0,1,0,0
CONFIRMED,3.167893418,1.0,0.025513,2.62,0.0426,89.87,1221.0,526.23,5895.0,4.503,-0.02,0.94,1.026,0.0,781.2,2.1814,64.8,430.0,0,0,0,0
CONFIRMED,4.311780262,1.0,0.030716,3.11,0.0511,89.08,1038.0,274.84,5527.0,4.484,0.16,0.927,0.956,0.0,1154.0,2.7251,86.1,299.0,0,0,0,0
CONFIRMED,20.0504494,1.0,0.026569,2.69,0.1423,89.31,622.0,35.44,5527.0,4.484,0.16,0.927,0.956,0.0,840.9,4.556,37.8,64.0,0,0,0,0
CONFIRMED,9.76734503,1.0,0.026407,2.67,0.0881,87.68,791.0,92.46,5527.0,4.484,0.16,0.927,0.956,0.0,569.1,1.6585,21.1,122.0,0,0,0,0
CANDIDATE,119.0207044,1.0,0.077431,8.98,0.4582,89.96,366.0,4.25,5453.0,4.342,0.16,1.062,0.904,0.0,7430.5,8.1405,223.5,11.0,0,0,0,0
CONFIRMED,190.3200468,0.987,0.034654,7.78,0.6972,89.24,426.0,7.8,5626.0,3.907,0.36,2.057,1.247,0.0,1141.7,15.284,139.3,7.0,0,0,0,0
FALSE POSITIVE,2.861159894,0.0,0.039171,4.37,0.0406,77.84,1355.0,797.1,6126.0,4.458,-0.04,1.021,1.09,0.0,1014.3,1.8832,58.3,454.0,0,1,1,0
CONFIRMED,26.44439337,1.0,0.038511,3.91,0.1687,89.97,562.0,23.54,5427.0,4.463,0.16,0.929,0.915,0.0,1843.5,3.9783,88.0,53.0,0,0,0,0
CONFIRMED,51.53997972,0.983,0.05435,5.51,0.2632,89.84,450.0,9.67,5427.0,4.463,0.16,0.929,0.915,0.0,3644.3,6.3994,155.5,28.0,0,0,0,0
CONFIRMED,5.902245782,1.0,0.023909,2.43,0.0621,89.23,926.0,173.74,5427.0,4.463,0.16,0.929,0.915,0.0,702.3,2.9003,59.3,220.0,0,0,0,0
CONFIRMED,2.382951591,1.0,0.018369,1.86,0.0339,86.85,1253.0,583.01,5427.0,4.463,0.16,0.929,0.915,0.0,391.6,1.8876,41.4,515.0,0,0,0,0
CONFIRMED,21.02250608,1.0,0.037466,3.07,0.1378,89.95,521.0,17.48,5067.0,4.585,-0.08,0.75,0.789,0.0,1772.5,4.1072,62.4,67.0,0,0,0,0
CONFIRMED,3.219814777,1.0,0.019702,1.69,0.04,89.72,998.0,234.93,5103.0,4.562,0.04,0.787,0.823,0.0,488.2,2.0642,30.5,391.0,0,0,0,0
CONFIRMED,5.912273234,1.0,0.027826,1.73,0.0537,89.51,585.0,27.72,4072.0,4.696,-0.18,0.57,0.586,0.0,961.4,2.3254,62.8,227.0,0,0,0,0
CONFIRMED,8.98581901,1.0,0.026527,1.65,0.0709,89.98,509.0,15.9,4072.0,4.696,-0.18,0.57,0.586,0.0,881.3,2.8606,51.8,145.0,0,0,0,0
CANDIDATE,12.940668656,0.0,0.259639,22.94,0.1039,88.54,723.0,64.64,5875.0,4.572,-0.42,0.809,0.895,0.0,42450.0,2.4845,307.5,100.0,0,0,0,0
FALSE POSITIVE,20.5452375,0.573,0.017424,2.41,0.1437,87.6,742.0,71.57,5670.0,4.206,0.0,1.264,0.937,0.0,218.5,2.517,18.5,67.0,0,1,0,0
CONFIRMED,33.60123371,1.0,0.083298,8.46,0.1956,89.23,495.0,14.22,5149.0,4.447,0.42,0.93,0.882,0.0,7425.9,4.4056,247.9,39.0,0,0,0,0
CONFIRMED,6.76652928,1.0,0.019382,1.97,0.0672,88.51,845.0,120.48,5149.0,4.447,0.42,0.93,0.882,0.0,450.7,2.9004,29.2,194.0,0,0,0,0
CONFIRMED,4.347288783,1.0,0.019273,2.36,0.0524,89.91,1174.0,449.79,5754.0,4.345,0.16,1.122,1.014,0.0,451.6,2.1024,39.7,307.0,0,0,0,0
CONFIRMED,4.601811819,1.0,0.02579,2.35,0.0501,87.56,896.0,152.91,4986.0,4.496,0.16,0.833,0.793,0.0,755.9,2.2607,60.8,295.0,0,0,0,0
CONFIRMED,11.18719905,0.997,0.017042,1.55,0.0907,89.1,667.0,46.65,4986.0,4.496,0.16,0.833,0.793,0.0,353.6,3.252,21.9,117.0,0,0,0,0
CONFIRMED,4.220965778,1.0,0.046401,2.62,0.0418,85.03,595.0,29.68,3837.0,4.747,-0.06,0.517,0.544,0.0,2260.0,3.0854,157.8,321.0,0,0,0,0
FALSE POSITIVE,6.998099523,0.0,6.502574,588.66,0.0698,79.0,853.0,125.22,5612.0,4.566,-0.12,0.829,0.926,0.0,20285.0,2.0488,192.3,192.0,0,1,0,0
CONFIRMED,5.95489993,1.0,0.033728,2.33,0.0554,89.0,635.0,38.52,4261.0,4.641,-0.06,0.633,0.64,0.0,1410.7,2.3892,87.2,226.0,0,0,0,0
CONFIRMED,12.03987488,1.0,0.031605,2.18,0.0886,89.51,502.0,15.06,4261.0,4.641,-0.06,0.633,0.64,0.0,1250.6,2.7363,57.6,106.0,0,0,0,0
CONFIRMED,20.83762895,0.998,0.020532,1.42,0.1278,89.18,418.0,7.24,4261.0,4.641,-0.06,0.633,0.64,0.0,439.0,2.3734,14.9,67.0,0,0,0,0
FALSE POSITIVE,8.8111022,0.0,0.242511,63.66,0.0919,67.15,1399.0,904.92,6200.0,3.8,-0.12,2.404,1.333,0.0,401.1,5.0683,76.8,125.0,0,1,1,1
CONFIRMED,23.58917143,1.0,0.040151,3.16,0.1429,86.86,487.0,13.34,4919.0,4.566,-0.24,0.721,0.697,0.0,1200.7,5.073,53.3,56.0,0,0,0,0
CONFIRMED,6.481633073,1.0,0.017836,2.54,0.0683,83.8,1145.0,406.25,5945.0,4.213,-0.08,1.302,1.009,0.0,298.5,3.784,125.6,214.0,0,0,0,0
CONFIRMED,10.37168928,1.0,0.033023,3.2,0.0873,88.66,720.0,63.68,5121.0,4.457,0.18,0.888,0.822,0.0,1254.9,3.035,64.5,128.0,0,0,0,0
CONFIRMED,3.96996298,1.0,0.018305,1.78,0.046,86.81,992.0,229.37,5121.0,4.457,0.18,0.888,0.822,0.0,299.2,1.1757,15.0,320.0,0,0,0,0
CONFIRMED,4.40841331,1.0,0.025379,2.66,0.052,74.9,1139.0,398.0,6007.0,4.457,-0.24,0.961,0.968,0.0,549.4,5.012,45.1,279.0,0,0,0,0
FALSE POSITIVE,7.9426176,0.0,0.046289,4.68,0.0789,77.16,878.0,140.57,5811.0,4.521,0.07,0.926,1.036,0.0,1590.7,6.703,60.4,172.0,0,1,1,1
CONFIRMED,226.8904775,1.0,0.055361,4.53,0.6732,89.76,236.0,0.73,5067.0,4.585,-0.08,0.75,0.789,0.0,3136.4,7.558,46.8,7.0,0,0,0,0
FALSE POSITIVE,1.956811408,0.0,0.327759,21.58,0.0259,78.08,1109.0,357.16,5209.0,4.657,-1.24,0.603,0.602,0.0,24905.0,2.1958,125.4,685.0,0,1,0,0
CANDIDATE,2.688899233,0.997,0.172543,12.04,0.0335,90.0,929.0,175.76,4820.0,4.667,-0.4,0.639,0.699,0.0,37492.0,2.11275,1011.6,499.0,0,0,0,0
CONFIRMED,9.439459486,1.0,0.048953,4.16,0.0837,89.89,686.0,52.32,5097.0,4.597,0.21,0.779,0.891,0.0,3036.1,2.8979,175.2,144.0,0,0,0,0
CONFIRMED,11.523067458,1.0,0.020288,3.13,0.1017,90.0,927.0,174.81,5644.0,4.162,0.3,1.411,1.053,0.0,507.3,3.8757,142.0,116.0,0,0,0,0
CONFIRMED,20.47748843,0.0,0.034376,2.92,0.1402,89.43,530.0,18.65,5097.0,4.597,0.21,0.779,0.891,0.0,1382.4,2.8364,52.7,59.0,0,0,0,0
CONFIRMED,3.336123113,1.0,0.020396,1.74,0.0418,88.88,970.0,209.79,5097.0,4.597,0.21,0.779,0.891,0.0,516.3,1.9616,41.6,386.0,0,0,0,0
CONFIRMED,8.01078456,1.0,0.03347,1.72,0.0616,89.59,453.0,9.9,3713.0,4.779,-0.12,0.47,0.484,0.0,1333.6,2.312,48.5,168.0,0,0,0,0
CONFIRMED,12.07134205,1.0,0.025158,1.29,0.0809,89.96,395.0,5.74,3713.0,4.779,-0.12,0.47,0.484,0.0,759.2,4.3224,31.0,112.0,0,0,0,0
CONFIRMED,20.99587872,0.986,0.025412,1.3,0.117,89.79,328.0,2.74,3713.0,4.779,-0.12,0.47,0.484,0.0,767.3,2.6333,18.2,55.0,0,0,0,0
CONFIRMED,7.41113177,1.0,0.024438,2.45,0.0748,87.54,905.0,158.11,5849.0,4.517,-0.02,0.919,1.014,0.0,620.5,2.5242,50.4,181.0,0,0,0,0
FALSE POSITIVE,1.000747038,0.0,0.047993,4.14,0.0175,77.28,1620.0,1635.2,5472.0,4.499,-0.54,0.79,0.718,0.0,1823.5,0.9967,147.4,668.0,0,1,0,0
CONFIRMED,8.884922995,0.999,0.114124,10.51,0.0786,89.89,770.0,83.21,5332.0,4.5,-0.08,0.843,0.821,0.0,16053.0,2.07004,388.2,153.0,0,0,0,0
CONFIRMED,8.09888906,1.0,0.076211,8.95,0.0832,89.93,986.0,223.19,6214.0,4.442,0.07,1.076,1.169,0.0,6911.1,4.20241,435.9,168.0,0,0,0,0
CONFIRMED,10.00653012,1.0,0.032174,3.52,0.0933,83.94,876.0,139.21,6063.0,4.47,-0.02,1.001,1.079,0.0,936.1,5.344,71.9,135.0,0,0,0,0
CONFIRMED,17.855221681,0.635,0.08815,13.16,0.1491,89.79,911.0,163.04,6823.0,4.308,0.07,1.367,1.386,0.0,9065.2,7.41287,915.7,75.0,0,0,0,0
CANDIDATE,12.732624065,1.0,0.082519,4.87,0.0881,88.53,432.0,8.22,3950.0,4.721,-0.14,0.541,0.563,0.0,6465.7,2.2083,210.5,110.0,0,0,0,0
CANDIDATE,83.92494032,0.966,0.086015,4.78,0.3031,89.54,226.0,0.62,3960.0,4.746,-0.36,0.509,0.526,0.0,7958.7,6.7904,182.1,18.0,0,0,0,0
CONFIRMED,5.007316661,1.0,0.077106,6.96,0.0556,87.87,998.0,234.28,5865.0,4.563,-0.34,0.827,0.914,0.0,6932.3,4.2362,431.4,271.0,0,0,0,0
CONFIRMED,2.211116989,1.0,0.026289,1.85,0.0294,84.94,931.0,177.19,4500.0,4.656,-0.02,0.646,0.71,0.0,724.2,1.6485,42.6,603.0,0,0,0,0
CONFIRMED,27.9541337,0.997,0.026973,1.9,0.1593,89.94,400.0,6.04,4500.0,4.656,-0.02,0.646,0.71,0.0,942.5,3.95,25.4,48.0,0,0,0,0
CONFIRMED,12.69104387,0.415,0.014487,2.57,0.1072,89.98,1008.0,244.3,5869.0,4.024,-0.16,1.626,1.019,0.0,252.1,3.7727,60.2,108.0,0,0,0,0
FALSE POSITIVE,4.409409243,0.228,0.10287,10.95,0.0491,89.83,1101.0,347.06,5600.0,4.368,-0.26,0.975,0.811,0.0,12861.0,3.8636,85.8,303.0,0,1,0,0
CONFIRMED,16.23947096,1.0,0.045252,4.14,0.1229,89.92,598.0,30.14,5191.0,4.564,0.34,0.837,0.937,0.0,2590.7,4.0374,123.8,83.0,0,0,0,0
CONFIRMED,6.308201629,1.0,0.032418,2.96,0.0654,89.9,819.0,106.44,5191.0,4.564,0.34,0.837,0.937,0.0,1328.5,2.9785,86.2,205.0,0,0,0,0
CONFIRMED,2.052349884,1.0,0.11123,13.12,0.0322,86.76,1497.0,1183.18,5855.0,4.393,0.14,1.08,1.049,0.0,14281.0,2.0778,1072.1,650.0,0,0,0,0
CONFIRMED,9.7704486,1.0,0.040133,2.23,0.0714,89.84,460.0,10.59,3906.0,4.73,-0.32,0.509,0.508,0.0,1897.8,2.4517,58.0,135.0,0,0,0,0
CONFIRMED,5.169804269,1.0,0.029936,1.66,0.0467,88.87,569.0,24.75,3906.0,4.73,-0.32,0.509,0.508,0.0,1037.4,2.153,41.4,256.0,0,0,0,0
CONFIRMED,21.22261195,1.0,0.01746,2.48,0.1506,89.96,771.0,83.56,5945.0,4.213,-0.08,1.302,1.009,0.0,366.0,6.5093,114.9,64.0,0,0,0,0
CONFIRMED,20.09017037,1.0,0.040437,2.25,0.1154,87.49,362.0,4.05,3906.0,4.73,-0.32,0.509,0.508,0.0,1432.1,4.154,36.9,63.0,0,0,0,0
CONFIRMED,7.11373257,0.999,0.025862,1.16,0.0551,89.21,429.0,8.01,3561.0,4.855,0.0,0.411,0.44,0.0,807.6,2.1764,44.4,186.0,0,0,0,0
CONFIRMED,3.306551643,0.999,0.020275,0.91,0.0331,90.0,554.0,22.19,3561.0,4.855,0.0,0.411,0.44,0.0,509.2,1.8177,37.8,398.0,0,0,0,0
CONFIRMED,15.36845737,0.998,0.02471,1.11,0.0922,89.86,332.0,2.86,3561.0,4.855,0.0,0.411,0.44,0.0,756.1,2.4714,30.9,82.0,0,0,0,0
CONFIRMED,13.81020318,1.0,0.036595,4.56,0.1131,88.04,833.0,113.75,5942.0,4.327,-0.04,1.142,1.009,0.0,1309.7,3.048,46.2,90.0,0,0,0,0
CONFIRMED,4.093578461,1.0,0.026123,2.85,0.0514,79.95,1182.0,461.07,6077.0,4.471,-0.04,0.999,1.077,0.0,538.6,2.5833,36.4,328.0,0,0,0,0
CONFIRMED,105.145959,0.999,0.031397,3.43,0.4471,88.39,401.0,6.09,6077.0,4.471,-0.04,0.999,1.077,0.0,685.4,8.593,15.4,13.0,0,0,0,0
CONFIRMED,10.8484518,1.0,0.036303,2.34,0.0815,89.57,499.0,14.66,4201.0,4.682,-0.2,0.591,0.609,0.0,1675.6,2.9993,64.5,122.0,0,0,0,0
CONFIRMED,6.66833241,1.0,0.018246,1.18,0.0589,88.24,587.0,28.06,4201.0,4.682,-0.2,0.591,0.609,0.0,362.3,1.915,14.2,192.0,0,0,0,0
CONFIRMED,4.082274889,0.997,0.121652,10.55,0.0479,89.51,1016.0,251.48,5655.0,4.581,-0.3,0.794,0.886,0.0,17859.0,3.23015,1669.1,329.0,0,0,0,0
CANDIDATE,3.886655224,1.0,0.023262,1.87,0.0451,85.02,1010.0,246.29,5662.0,4.61,-0.54,0.738,0.813,0.0,581.6,3.1646,48.1,343.0,0,0,0,0
CONFIRMED,42.1406089,1.0,0.026274,1.85,0.2095,89.96,349.0,3.49,4500.0,4.656,-0.02,0.646,0.71,0.0,895.5,5.083,21.6,28.0,0,0,0,0
CONFIRMED,4.617490562,1.0,0.023024,1.62,0.048,86.99,728.0,66.47,4500.0,4.656,-0.02,0.646,0.71,0.0,575.8,2.2618,28.1,272.0,0,0,0,0
CONFIRMED,10.19849255,0.996,0.024778,1.75,0.0814,88.27,559.0,23.11,4500.0,4.656,-0.02,0.646,0.71,0.0,634.1,2.4283,21.4,119.0,0,0,0,0
FALSE POSITIVE,5.795063956,0.0,0.047975,4.33,0.0613,81.1,950.0,192.74,5865.0,4.563,-0.34,0.827,0.914,0.0,1692.9,3.2496,119.4,230.0,0,0,1,0
CONFIRMED,7.15681552,1.0,0.026979,2.47,0.0675,88.68,782.0,88.23,5029.0,4.494,0.14,0.838,0.798,0.0,867.0,2.5882,47.7,186.0,0,0,0,0
CONFIRMED,17.64830851,1.0,0.026581,2.43,0.1232,89.27,579.0,26.49,5029.0,4.494,0.14,0.838,0.798,0.0,763.3,2.0873,23.8,73.0,0,0,0,0
CONFIRMED,4.14810719,0.957,0.011755,1.08,0.0469,89.58,938.0,182.76,5029.0,4.494,0.14,0.838,0.798,0.0,175.2,2.535,12.9,314.0,0,0,0,0
CONFIRMED,16.51410989,1.0,0.028718,2.72,0.1199,89.22,655.0,43.57,5527.0,4.488,-0.18,0.866,0.841,0.0,973.5,4.1575,55.9,76.0,0,0,0,0
CONFIRMED,30.1329298,1.0,0.03322,3.14,0.179,88.21,536.0,19.55,5527.0,4.488,-0.18,0.866,0.841,0.0,1015.8,5.172,44.8,37.0,0,0,0,0
CONFIRMED,4.79090809,1.0,0.014349,1.36,0.0525,89.55,990.0,227.24,5527.0,4.488,-0.18,0.866,0.841,0.0,251.3,2.603,21.2,242.0,0,0,0,0
CONFIRMED,31.71981013,1.0,0.017414,3.09,0.1975,89.86,743.0,71.97,5869.0,4.024,-0.16,1.626,1.019,0.0,363.4,4.819,63.1,44.0,0,0,0,0
CONFIRMED,99.6415962,1.0,0.027879,2.64,0.3973,89.99,360.0,3.97,5527.0,4.488,-0.18,0.866,0.841,0.0,952.5,4.448,22.7,12.0,0,0,0,0
CONFIRMED,4.708326451,1.0,0.080242,10.6,0.0539,89.71,1162.0,431.02,5560.0,4.246,0.14,1.21,0.94,0.0,7912.7,3.16114,633.4,285.0,0,0,0,0
FALSE POSITIVE,16.37198661,0.0,8.358793,540.37,0.1052,74.37,438.0,8.71,4187.0,4.656,-0.28,0.592,0.58,0.0,4147.6,3.8449,54.5,84.0,0,0,1,1
CONFIRMED,5.392026903,1.0,0.030649,2.68,0.0583,88.67,850.0,123.33,5198.0,4.589,0.21,0.801,0.915,0.0,1151.4,2.9804,77.4,244.0,0,0,0,0
CANDIDATE,2.494170338,1.0,0.026777,2.42,0.0351,89.69,1194.0,480.19,5569.0,4.566,-0.08,0.829,0.928,0.0,863.7,1.1221,69.2,535.0,0,0,0,0
CONFIRMED,6.491682808,1.0,0.079893,9.66,0.0715,87.17,1062.0,301.54,6123.0,4.413,0.14,1.107,1.159,0.0,7163.3,4.301,502.3,189.0,0,0,0,0
FALSE POSITIVE,3.044770796,0.0,0.298444,24.54,0.0386,33.39,1076.0,317.36,5525.0,4.603,-0.36,0.753,0.843,0.0,1695.0,10.0134,203.5,445.0,0,1,1,1
CONFIRMED,3.855603916,0.999,0.119176,13.61,0.0505,87.96,1212.0,508.65,6033.0,4.46,0.21,1.046,1.153,0.0,16653.0,3.2179,1173.9,350.0,0,0,0,0
FALSE POSITIVE,3.855599139,0.0,0.033907,3.57,0.0493,80.68,1158.0,425.74,5936.0,4.501,0.07,0.965,1.075,0.0,1030.9,3.183,90.1,350.0,0,0,1,1
CONFIRMED,38.47876629,0.92,0.138123,13.26,0.2213,90.0,484.0,13.01,5510.0,4.539,0.16,0.879,0.973,0.0,23530.0,5.04169,1077.8,35.0,0,1,0,0
FALSE POSITIVE,37.601661282,0.0,0.227443,27.22,0.219,89.42,606.0,31.86,6140.0,4.354,-0.24,1.096,0.989,0.0,59130.0,8.30604,1667.3,32.0,0,1,0,0
CONFIRMED,3.314947362,1.0,0.038195,3.94,0.0433,85.11,1155.0,421.03,5609.0,4.481,0.16,0.944,0.983,0.0,1398.2,1.8007,123.5,404.0,0,0,0,0
FALSE POSITIVE,6.71969089,0.0,0.046245,4.37,0.0654,80.64,952.0,194.18,5931.0,4.479,-0.6,0.866,0.825,0.0,969.7,3.0231,45.4,202.0,0,1,0,0
CONFIRMED,39.6431552,0.996,0.111685,10.98,0.215,89.93,472.0,11.74,5231.0,4.455,0.14,0.9,0.844,0.0,15664.0,6.5292,690.3,30.0,0,0,0,0
FALSE POSITIVE,51.42598578,0.0,0.236829,29.66,0.2904,89.59,549.0,21.4,6257.0,4.41,0.21,1.147,1.233,0.0,66068.0,16.9422,1843.8,28.0,0,1,0,0
CONFIRMED,21.80451611,1.0,0.033653,2.6,0.1406,88.76,543.0,20.48,5481.0,4.629,-0.5,0.708,0.806,0.0,1144.9,3.4097,49.9,61.0,0,0,0,0
CONFIRMED,10.28194593,1.0,0.029849,2.53,0.088,89.59,680.0,50.6,5196.0,4.593,0.04,0.775,0.869,0.0,1110.7,3.4366,55.0,126.0,0,0,0,0
